participant_id,condition_group,experiment_phase,lat,lon,heart_rate,cadence,task_id,timestamp_idx
P28,LB,baseline,32.72175254679673,-97.06828062577598,94,0,C,1026
P28,LB,baseline,32.721761563967625,-97.06829129303286,89,0,C,1027
P28,LB,baseline,32.721761563967625,-97.06829129303286,86,0,C,1028
P28,LB,baseline,32.72175705538218,-97.06829129303286,89,0,C,1029
P28,LB,baseline,32.72175705538218,-97.06829129303286,92,0,C,1030
P28,LB,baseline,32.72175705538218,-97.06829129303286,95,0,C,1031
P28,LB,baseline,32.721761563967625,-97.06828062577598,92,0,C,1032
P28,LB,baseline,32.721761563967625,-97.06828062577598,89,0,C,1033
P28,LB,baseline,32.721761563967625,-97.06828062577598,89,0,D,1034
P28,LB,baseline,32.721761563967625,-97.06828062577598,86,0,D,1035
P28,LB,baseline,32.72175705538218,-97.06828062577598,83,0,D,1036
P28,LB,baseline,32.72175705538218,-97.06827529214756,80,0,D,1037
P28,LB,baseline,32.72175705538218,-97.06829129303286,77,0,D,1038
P28,LB,baseline,32.72174352962583,-97.0682966266613,74,54,D,1039
P28,LB,baseline,32.72173000386949,-97.06827529214756,71,54,D,1040
P28,LB,baseline,32.72173000386949,-97.06826995851912,75,0,D,1041
P28,LB,baseline,32.72173000386949,-97.06826995851912,80,0,D,1042
P28,LB,baseline,32.72173000386949,-97.06826995851912,83,0,D,1043
P28,LB,baseline,32.72173000386949,-97.06826995851912,86,0,D,1044
P28,LB,baseline,32.72173000386949,-97.06826995851912,89,0,D,1045
P28,LB,baseline,32.72173451245494,-97.06827529214756,86,0,D,1046
P28,LB,baseline,32.721739021040385,-97.06828062577598,89,0,D,1047
P28,LB,baseline,32.72174352962583,-97.06828062577598,85,0,D,1048
P28,LB,baseline,32.72175254679673,-97.06827529214756,82,0,D,1049
P28,LB,baseline,32.72175254679673,-97.06827529214756,87,0,D,1050
P28,LB,baseline,32.72175254679673,-97.06827529214756,90,0,D,1051
P28,LB,baseline,32.72175254679673,-97.06827529214756,90,0,D,1052
P28,LB,baseline,32.72175254679673,-97.06826995851912,87,0,D,1053
P28,LB,baseline,32.721761563967625,-97.06827529214756,84,0,D,1054
P28,LB,baseline,32.72176607255307,-97.06828062577598,81,0,D,1055
P28,LB,baseline,32.72176607255307,-97.06828062577598,78,0,N,1056
P28,LB,baseline,32.72174803821128,-97.06826995851912,75,0,N,1057
P28,LB,baseline,32.72175705538218,-97.06827529214756,72,0,N,1058
P28,LB,baseline,32.72176607255307,-97.06826995851912,69,44,N,1059
P28,LB,baseline,32.721761563967625,-97.06826995851912,72,0,N,1060
P28,LB,baseline,32.721761563967625,-97.06826995851912,76,0,N,1061
P28,LB,baseline,32.721761563967625,-97.06826995851912,79,0,N,1062
P28,LB,baseline,32.721761563967625,-97.06826995851912,83,0,N,1063
P28,LB,baseline,32.72176607255307,-97.06826462489067,87,0,N,1064
P28,LB,baseline,32.72177058113852,-97.06826462489067,93,0,N,1065
P28,LB,baseline,32.72179763265121,-97.0682539576338,97,0,N,1066
P28,LB,baseline,32.72187878718928,-97.06822728949162,100,0,N,1067
P28,LB,baseline,32.72187878718928,-97.06822728949162,100,0,E,1068
P28,LB,baseline,32.721811158407554,-97.06829129303286,96,0,E,1069
P28,LB,baseline,32.72175254679673,-97.06834996294566,98,0,E,1070
P28,LB,baseline,32.72175705538218,-97.06834996294566,98,58,E,1071
P28,LB,baseline,32.721806649822106,-97.06822195586318,99,0,E,1072
P28,LB,baseline,32.721806649822106,-97.0681686195788,101,0,E,1073
P28,LB,baseline,32.721788615480314,-97.06814728506508,104,0,E,1074
P28,LB,baseline,32.72174803821128,-97.0680939487807,107,0,G,1075
P28,LB,baseline,32.721739021040385,-97.06808328152384,110,0,G,1076
P28,LB,baseline,32.72172098669859,-97.0680779478954,107,0,G,1077
P28,LB,baseline,32.721711969527696,-97.0680779478954,110,0,G,1078
P28,LB,baseline,32.72168040942956,-97.06805661338164,107,0,G,1079
P28,LB,baseline,32.721572203378805,-97.06797127532666,106,52,G,1080
P28,LB,baseline,32.72160827206239,-97.06782726735888,103,56,G,1081
P28,LB,baseline,32.72163081498963,-97.06781126647356,106,56,G,1082
P28,LB,baseline,32.72158572913515,-97.06797127532666,106,56,G,1083
P28,LB,baseline,32.72160376347694,-97.06804594612476,111,56,G,1084
P28,LB,baseline,32.721644340745975,-97.06806728063852,114,56,G,1085
P28,LB,baseline,32.72163983216053,-97.06806194701008,112,56,G,1086
P28,LB,baseline,32.72163983216053,-97.06806194701008,113,0,G,1087
P28,LB,baseline,32.72163532357508,-97.06805661338164,117,0,G,1088
P28,LB,baseline,32.721621797818734,-97.06805661338164,120,0,G,1089
P28,LB,baseline,32.72161278064784,-97.06785393550103,118,49,G,1090
P28,LB,baseline,32.72160376347694,-97.06780059921668,114,73,G,1091
P28,LB,baseline,32.7215902377206,-97.067816600102,111,73,G,1092
P28,LB,baseline,32.721599254891494,-97.06790193815698,108,0,G,1093
P28,LB,baseline,32.72168040942956,-97.06805661338164,109,60,G,1094
P28,LB,baseline,32.72173451245494,-97.0680779478954,106,60,G,1095
P28,LB,baseline,32.72185173567659,-97.0681686195788,108,56,G,1096
P28,LB,baseline,32.721811158407554,-97.06829129303286,112,56,G,1097
P28,LB,baseline,32.721811158407554,-97.06830729391817,108,56,G,1098
P28,LB,baseline,32.72179312406576,-97.0682539576338,106,56,G,1099
P17,LB,baseline,32.72173451245494,-97.0682539576338,74,0,A,1000
P17,LB,baseline,32.72173451245494,-97.0682539576338,77,0,A,1001
P17,LB,baseline,32.721761563967625,-97.06827529214756,80,0,A,1002
P17,LB,baseline,32.72175254679673,-97.06828062577598,77,0,C,1003
P17,LB,baseline,32.72175705538218,-97.06827529214756,80,0,C,1004
P17,LB,baseline,32.72175705538218,-97.06827529214756,85,0,C,1005
P17,LB,baseline,32.72175705538218,-97.06827529214756,89,0,C,1006
P17,LB,baseline,32.72175705538218,-97.06826995851912,93,0,C,1007
P17,LB,baseline,32.72175705538218,-97.06826995851912,96,0,C,1008
P17,LB,baseline,32.72175705538218,-97.06827529214756,99,0,C,1009
P17,LB,baseline,32.72175254679673,-97.06827529214756,102,0,C,1010
P17,LB,baseline,32.72175254679673,-97.06827529214756,99,0,C,1011
P17,LB,baseline,32.72175705538218,-97.06827529214756,96,0,C,1012
P17,LB,baseline,32.72175254679673,-97.06827529214756,99,0,C,1013
P17,LB,baseline,32.72175254679673,-97.06828062577598,102,0,C,1014
P17,LB,baseline,32.72174803821128,-97.06827529214756,99,0,C,1015
P17,LB,baseline,32.721761563967625,-97.06827529214756,96,0,C,1016
P17,LB,baseline,32.721761563967625,-97.06827529214756,99,0,C,1017
P17,LB,baseline,32.721761563967625,-97.06827529214756,96,0,D,1018
P17,LB,baseline,32.721761563967625,-97.06827529214756,93,0,D,1019
P17,LB,baseline,32.72175254679673,-97.06827529214756,90,0,D,1020
P17,LB,baseline,32.72174352962583,-97.06827529214756,85,0,D,1021
P17,LB,baseline,32.72175705538218,-97.06827529214756,82,0,D,1022
P17,LB,baseline,32.72174352962583,-97.06827529214756,78,0,D,1023
P17,LB,baseline,32.72175705538218,-97.06827529214756,81,0,D,1024
P17,LB,baseline,32.72175254679673,-97.06827529214756,78,0,D,1025
P17,LB,baseline,32.72175705538218,-97.06827529214756,75,0,D,1026
P17,LB,baseline,32.72174803821128,-97.06826995851912,78,0,D,1027
P17,LB,baseline,32.72174803821128,-97.06826995851912,81,0,D,1028
P17,LB,baseline,32.721761563967625,-97.06826995851912,84,0,D,1029
P17,LB,baseline,32.72175705538218,-97.06827529214756,87,0,D,1030
P17,LB,baseline,32.72175705538218,-97.06827529214756,84,0,D,1031
P17,LB,baseline,32.72175254679673,-97.06827529214756,87,0,D,1032
P17,LB,baseline,32.72175705538218,-97.06827529214756,90,0,D,1033
P17,LB,baseline,32.72174803821128,-97.06827529214756,93,0,D,1034
P17,LB,baseline,32.72175254679673,-97.06827529214756,96,0,D,1035
P17,LB,baseline,32.72175705538218,-97.06827529214756,99,0,D,1036
P17,LB,baseline,32.72175254679673,-97.06827529214756,96,0,D,1037
P17,LB,baseline,32.72175254679673,-97.06827529214756,99,0,D,1038
P17,LB,baseline,32.72175705538218,-97.06827529214756,96,0,D,1039
P17,LB,baseline,32.72175705538218,-97.06827529214756,93,0,D,1040
P17,LB,baseline,32.72175705538218,-97.06827529214756,90,0,D,1041
P17,LB,baseline,32.72175705538218,-97.06827529214756,87,0,D,1042
P17,LB,baseline,32.72175705538218,-97.06827529214756,90,0,D,1043
P17,LB,baseline,32.72175254679673,-97.06827529214756,93,0,D,1044
P17,LB,baseline,32.72175254679673,-97.06827529214756,89,0,D,1045
P17,LB,baseline,32.72175705538218,-97.06827529214756,92,0,D,1046
P17,LB,baseline,32.72175705538218,-97.06827529214756,80,0,N,1047
P17,LB,baseline,32.72175705538218,-97.06827529214756,77,0,N,1048
P17,LB,baseline,32.721761563967625,-97.06827529214756,80,0,N,1049
P17,LB,baseline,32.72175705538218,-97.06827529214756,76,0,N,1050
P17,LB,baseline,32.72175705538218,-97.06827529214756,79,0,N,1051
P17,LB,baseline,32.72175705538218,-97.06827529214756,83,0,N,1052
P17,LB,baseline,32.72175705538218,-97.06827529214756,87,0,N,1053
P17,LB,baseline,32.72175254679673,-97.06827529214756,91,0,N,1054
P17,LB,baseline,32.72175254679673,-97.06827529214756,95,0,N,1055
P17,LB,baseline,32.72175254679673,-97.06827529214756,98,0,N,1056
P17,LB,baseline,32.72176607255307,-97.06826995851912,101,0,N,1057
P17,LB,baseline,32.72182919274935,-97.0682539576338,104,0,E,1058
P17,LB,baseline,32.72183820992024,-97.06825929126224,101,55,E,1059
P17,LB,baseline,32.72176607255307,-97.06826462489067,104,0,E,1060
P17,LB,baseline,32.72172098669859,-97.06807261426697,103,54,G,1061
P17,LB,baseline,32.72170746094225,-97.06806728063852,100,54,G,1062
P17,LB,baseline,32.72165786650232,-97.06804594612476,100,54,G,1063
P17,LB,baseline,32.721617289233286,-97.06789660452854,99,56,G,1064
P17,LB,baseline,32.721621797818734,-97.06788593727168,100,57,G,1065
P17,LB,baseline,32.721617289233286,-97.06789660452854,103,56,G,1066
P17,LB,baseline,32.72160827206239,-97.06791793904227,107,56,G,1067
P17,LB,baseline,32.72160827206239,-97.06791793904227,110,0,G,1068
P17,LB,baseline,32.721621797818734,-97.06788593727168,109,0,G,1069
P17,LB,baseline,32.721621797818734,-97.06788593727168,112,0,G,1070
P17,LB,baseline,32.72161278064784,-97.06790727178542,110,50,G,1071
P17,LB,baseline,32.72161278064784,-97.06790727178542,113,50,G,1072
P17,LB,baseline,32.72161278064784,-97.06790727178542,116,56,G,1073
P17,LB,baseline,32.7215902377206,-97.06795527444136,117,56,G,1074
P17,LB,baseline,32.721594746306046,-97.06794994081292,114,55,G,1075
P17,LB,baseline,32.72170746094225,-97.06806728063852,111,0,G,1076
P17,LB,baseline,32.72170746094225,-97.06806728063852,108,0,G,1077
P17,LB,baseline,32.721811158407554,-97.06821662223474,108,55,G,1078
P17,LB,baseline,32.72183820992024,-97.06825929126224,105,55,G,1079
P17,LB,baseline,32.72182919274935,-97.06826995851912,105,55,G,1080
P17,LB,baseline,32.72175254679673,-97.06827529214756,105,56,G,1081
P17,LB,baseline,32.72175254679673,-97.06827529214756,104,58,G,1082
P25,LB,baseline,32.72174803821128,-97.0682539576338,80,0,A,1000
P25,LB,baseline,32.72173451245494,-97.06824862400536,77,0,A,1001
P25,LB,baseline,32.721739021040385,-97.06826995851912,80,0,A,1002
P25,LB,baseline,32.721739021040385,-97.06826995851912,80,0,C,1003
P25,LB,baseline,32.721761563967625,-97.06826995851912,77,0,C,1004
P25,LB,baseline,32.72175254679673,-97.06826995851912,80,0,C,1005
P25,LB,baseline,32.72174803821128,-97.06827529214756,83,0,C,1006
P25,LB,baseline,32.721761563967625,-97.06828062577598,86,0,C,1007
P25,LB,baseline,32.72176607255307,-97.06827529214756,85,0,C,1008
P25,LB,baseline,32.72175705538218,-97.06827529214756,82,0,C,1009
P25,LB,baseline,32.72175705538218,-97.06827529214756,79,0,C,1010
P25,LB,baseline,32.72176607255307,-97.06826995851912,82,0,C,1011
P25,LB,baseline,32.72177058113852,-97.06826995851912,85,0,C,1012
P25,LB,baseline,32.72176607255307,-97.06827529214756,82,0,C,1013
P25,LB,baseline,32.721788615480314,-97.06826995851912,82,0,C,1014
P25,LB,baseline,32.72179312406576,-97.06827529214756,85,53,D,1015
P25,LB,baseline,32.721833701334795,-97.06827529214756,83,0,D,1016
P25,LB,baseline,32.721833701334795,-97.06828062577598,86,0,D,1017
P25,LB,baseline,32.72182919274935,-97.06828062577598,89,0,D,1018
P25,LB,baseline,32.721788615480314,-97.06827529214756,86,0,D,1019
P25,LB,baseline,32.721761563967625,-97.06826995851912,89,0,D,1020
P25,LB,baseline,32.72177058113852,-97.06827529214756,89,0,D,1021
P25,LB,baseline,32.721761563967625,-97.06827529214756,86,0,D,1022
P25,LB,baseline,32.721761563967625,-97.06827529214756,89,0,D,1023
P25,LB,baseline,32.721806649822106,-97.06826995851912,80,0,N,1024
P25,LB,baseline,32.721806649822106,-97.06826995851912,77,0,N,1025
P25,LB,baseline,32.721761563967625,-97.06826995851912,88,0,E,1026
P25,LB,baseline,32.72176607255307,-97.06827529214756,88,0,E,1027
P25,LB,baseline,32.72177058113852,-97.06827529214756,85,0,E,1028
P25,LB,baseline,32.7218246841639,-97.06827529214756,89,0,E,1029
P25,LB,baseline,32.72183820992024,-97.06829129303286,92,0,E,1030
P25,LB,baseline,32.72183820992024,-97.06829129303286,95,0,E,1031
P25,LB,baseline,32.72182919274935,-97.0682966266613,92,0,E,1032
P25,LB,baseline,32.72183820992024,-97.06825929126224,95,0,E,1033
P25,LB,baseline,32.721833701334795,-97.0682539576338,92,0,E,1034
P25,LB,baseline,32.72182919274935,-97.06823795674848,89,0,G,1035
P25,LB,baseline,32.7218246841639,-97.06823795674848,93,0,G,1036
P25,LB,baseline,32.721788615480314,-97.06828062577598,87,0,G,1037
P25,LB,baseline,32.72176607255307,-97.06827529214756,93,0,G,1038
P25,LB,baseline,32.7218246841639,-97.06818462046412,93,0,G,1039
P25,LB,baseline,32.72183820992024,-97.06816328595038,93,52,G,1040
P25,LB,baseline,32.721788615480314,-97.06814728506508,98,52,G,1041
P25,LB,baseline,32.721784106894866,-97.06814195143664,98,52,G,1042
P25,LB,baseline,32.72177508972397,-97.06813128417976,95,52,G,1043
P25,LB,baseline,32.72176607255307,-97.06813128417976,94,52,G,1044
P25,LB,baseline,32.72172098669859,-97.06807261426697,92,52,G,1045
P25,LB,baseline,32.721693935185904,-97.06806194701008,93,52,G,1046
P25,LB,baseline,32.721693935185904,-97.06806194701008,96,52,G,1047
P25,LB,baseline,32.721666883673215,-97.0680512797532,94,52,G,1048
P25,LB,baseline,32.7215902377206,-97.06796060806978,95,52,G,1049
P25,LB,baseline,32.72156769479336,-97.06795527444136,95,53,G,1050
P25,LB,baseline,32.721617289233286,-97.06789660452854,98,53,G,1051
P25,LB,baseline,32.72161278064784,-97.06790727178542,95,53,G,1052
P25,LB,baseline,32.721594746306046,-97.06794994081292,97,53,G,1053
P25,LB,baseline,32.7215902377206,-97.06796060806978,101,54,G,1054
P25,LB,baseline,32.721599254891494,-97.06793927355604,104,54,G,1055
P25,LB,baseline,32.7215902377206,-97.06796060806978,105,54,G,1056
P25,LB,baseline,32.72158572913515,-97.06797127532666,105,54,G,1057
P25,LB,baseline,32.72158572913515,-97.06797127532666,107,54,G,1058
P25,LB,baseline,32.721599254891494,-97.06793927355604,110,53,G,1059
P25,LB,baseline,32.72161278064784,-97.06790727178542,111,52,G,1060
P25,LB,baseline,32.721621797818734,-97.06788593727168,112,52,G,1061
P25,LB,baseline,32.72160376347694,-97.06792860629916,111,52,G,1062
P10,DR,baseline,32.72175254679673,-97.06825929126224,99,0,A,1000
P10,DR,baseline,32.721761563967625,-97.06827529214756,102,0,A,1001
P10,DR,baseline,32.721761563967625,-97.06827529214756,105,0,C,1002
P10,DR,baseline,32.721761563967625,-97.06827529214756,108,0,C,1003
P10,DR,baseline,32.721761563967625,-97.06827529214756,115,0,C,1004
P10,DR,baseline,32.721761563967625,-97.06827529214756,103,0,C,1005
P10,DR,baseline,32.72175705538218,-97.06827529214756,106,0,D,1006
P10,DR,baseline,32.721761563967625,-97.06827529214756,109,0,D,1007
P10,DR,baseline,32.72175705538218,-97.06826995851912,106,0,D,1008
P10,DR,baseline,32.72175705538218,-97.06826995851912,109,0,D,1009
P10,DR,baseline,32.721761563967625,-97.06828062577598,106,0,D,1010
P10,DR,baseline,32.721761563967625,-97.06828062577598,103,0,D,1011
P10,DR,baseline,32.721761563967625,-97.06828062577598,106,0,D,1012
P10,DR,baseline,32.721761563967625,-97.06827529214756,103,0,D,1013
P10,DR,baseline,32.721761563967625,-97.06827529214756,108,0,D,1014
P10,DR,baseline,32.721761563967625,-97.06828062577598,108,0,D,1015
P10,DR,baseline,32.72175705538218,-97.06827529214756,111,0,D,1016
P10,DR,baseline,32.721761563967625,-97.06826995851912,108,0,D,1017
P10,DR,baseline,32.721761563967625,-97.06826995851912,105,0,D,1018
P10,DR,baseline,32.721761563967625,-97.06827529214756,101,0,D,1019
P10,DR,baseline,32.72176607255307,-97.06827529214756,106,0,D,1020
P10,DR,baseline,32.72176607255307,-97.06826995851912,102,0,D,1021
P10,DR,baseline,32.72176607255307,-97.06827529214756,102,0,K,1022
P10,DR,baseline,32.72176607255307,-97.06827529214756,97,0,K,1023
P10,DR,baseline,32.72176607255307,-97.06827529214756,94,0,K,1024
P10,DR,baseline,32.721761563967625,-97.06826995851912,94,0,K,1025
P10,DR,baseline,32.721761563967625,-97.06827529214756,100,0,K,1026
P10,DR,baseline,32.72177058113852,-97.06826995851912,103,0,K,1027
P10,DR,baseline,32.721761563967625,-97.06827529214756,89,0,K,1028
P10,DR,baseline,32.72176607255307,-97.06827529214756,82,0,K,1029
P10,DR,baseline,32.721761563967625,-97.06827529214756,79,0,K,1030
P10,DR,baseline,32.721761563967625,-97.06827529214756,85,0,K,1031
P10,DR,baseline,32.721761563967625,-97.06827529214756,85,0,K,1032
P10,DR,baseline,32.72177058113852,-97.06828062577598,82,0,K,1033
P10,DR,baseline,32.721856244262035,-97.06826995851912,95,0,F,1034
P10,DR,baseline,32.721856244262035,-97.06826995851912,95,0,J,1039
P10,DR,baseline,32.721833701334795,-97.06829129303286,92,0,F,1035
P10,DR,baseline,32.721833701334795,-97.06829129303286,92,0,J,1040
P10,DR,baseline,32.721761563967625,-97.06825929126224,92,48,F,1036
P10,DR,baseline,32.721761563967625,-97.06825929126224,92,48,J,1041
P10,DR,baseline,32.72182919274935,-97.06836596383096,93,0,F,1037
P10,DR,baseline,32.72182919274935,-97.06836596383096,93,0,J,1042
P10,DR,baseline,32.721996010410926,-97.06843530100063,96,0,J,1043
P10,DR,baseline,32.721996010410926,-97.06843530100063,96,0,F,1038
P10,DR,baseline,32.7220501134363,-97.06830729391817,99,0,J,1044
P10,DR,baseline,32.721833701334795,-97.06806194701008,100,55,J,1045
P10,DR,baseline,32.721761563967625,-97.06809928240914,97,0,J,1046
P10,DR,baseline,32.721815666993,-97.06813128417976,101,0,J,1047
P10,DR,baseline,32.72180214123666,-97.06812061692288,104,0,J,1048
P10,DR,baseline,32.721950924556445,-97.0680939487807,103,0,J,1049
P10,DR,baseline,32.72199150182548,-97.06813128417976,100,0,J,1050
P10,DR,baseline,32.721996010410926,-97.06813128417976,97,0,J,1051
P10,DR,baseline,32.72200953616727,-97.0681366178082,100,0,J,1052
P10,DR,baseline,32.72200953616727,-97.0681366178082,103,0,J,1053
P10,DR,baseline,32.72200953616727,-97.06813128417976,106,0,J,1054
P10,DR,baseline,32.72204109626541,-97.0680939487807,103,0,J,1055
P10,DR,baseline,32.7220501134363,-97.06809928240914,107,0,J,1056
P10,DR,baseline,32.7220501134363,-97.06809928240914,110,0,J,1057
P30,DR,baseline,32.72203658767996,-97.06838729834472,97,0,A,1000
P30,DR,baseline,32.72203658767996,-97.06838729834472,86,0,A,1001
P30,DR,baseline,32.72203658767996,-97.06838729834472,86,0,A,1002
P30,DR,baseline,32.72206363919265,-97.06841930011534,83,0,A,1003
P30,DR,baseline,32.7220591306072,-97.0684139664869,86,0,A,1004
P30,DR,baseline,32.7220591306072,-97.0684139664869,86,0,C,1005
P30,DR,baseline,32.7220501134363,-97.06841930011534,89,0,C,1006
P30,DR,baseline,32.722045604850855,-97.0683979656016,95,0,C,1007
P30,DR,baseline,32.72203658767996,-97.06838196471628,92,0,C,1008
P30,DR,baseline,32.72203658767996,-97.06838196471628,89,0,C,1009
P30,DR,baseline,32.72203207909451,-97.06838729834472,92,0,C,1010
P30,DR,baseline,32.72202757050906,-97.06838196471628,89,0,C,1011
P30,DR,baseline,32.722023061923615,-97.0683712974594,86,0,C,1012
P30,DR,baseline,32.72202757050906,-97.06836596383096,93,0,C,1013
P30,DR,baseline,32.72202757050906,-97.06836596383096,98,0,C,1014
P30,DR,baseline,32.72202757050906,-97.06836596383096,103,56,C,1015
P30,DR,baseline,32.72203658767996,-97.06836596383096,103,0,C,1016
P30,DR,baseline,32.72203658767996,-97.06834462931722,107,0,C,1017
P30,DR,baseline,32.72203658767996,-97.06837663108784,104,0,C,1018
P30,DR,baseline,32.72204109626541,-97.06838196471628,107,0,C,1019
P30,DR,baseline,32.72202757050906,-97.06837663108784,91,0,D,1020
P30,DR,baseline,32.72203658767996,-97.06834996294566,82,0,D,1021
P30,DR,baseline,32.72203658767996,-97.06836063020252,78,0,D,1022
P30,DR,baseline,32.72203658767996,-97.06836063020252,74,0,D,1023
P30,DR,baseline,32.72204109626541,-97.06836063020252,71,0,D,1024
P30,DR,baseline,32.72204109626541,-97.06836596383096,75,0,D,1025
P30,DR,baseline,32.72204109626541,-97.06836596383096,72,0,D,1026
P30,DR,baseline,32.72204109626541,-97.06836596383096,75,0,D,1027
P30,DR,baseline,32.72204109626541,-97.06836596383096,79,0,D,1028
P30,DR,baseline,32.72203658767996,-97.06837663108784,86,0,D,1029
P30,DR,baseline,32.72203658767996,-97.06837663108784,90,0,D,1030
P30,DR,baseline,32.72204109626541,-97.06837663108784,93,0,D,1031
P30,DR,baseline,32.72202757050906,-97.06836063020252,90,0,D,1032
P30,DR,baseline,32.72203658767996,-97.06834996294566,100,0,K,1033
P30,DR,baseline,32.72203658767996,-97.06836596383096,93,0,K,1034
P30,DR,baseline,32.72203658767996,-97.06836596383096,94,0,K,1035
P30,DR,baseline,32.72203658767996,-97.06836596383096,84,0,K,1036
P30,DR,baseline,32.72203207909451,-97.06836596383096,81,0,K,1037
P30,DR,baseline,32.72203207909451,-97.06836596383096,81,0,K,1038
P30,DR,baseline,32.72204109626541,-97.06836063020252,74,0,K,1039
P30,DR,baseline,32.722045604850855,-97.06834996294566,70,0,K,1040
P30,DR,baseline,32.72203658767996,-97.06836596383096,73,0,K,1041
P30,DR,baseline,32.72203658767996,-97.06836596383096,76,0,K,1042
P30,DR,baseline,32.72203658767996,-97.06836596383096,79,0,K,1043
P30,DR,baseline,32.72203658767996,-97.06836063020252,76,0,K,1044
P30,DR,baseline,32.72203658767996,-97.06836063020252,80,0,K,1045
P30,DR,baseline,32.72204109626541,-97.06834996294566,79,0,F,1046
P30,DR,baseline,32.72203207909451,-97.06834996294566,78,0,F,1047
P30,DR,baseline,32.722023061923615,-97.0683712974594,73,53,F,1048
P30,DR,baseline,32.722023061923615,-97.0683712974594,76,53,F,1049
P30,DR,baseline,32.722000518996374,-97.06838196471628,80,0,F,1050
P30,DR,baseline,32.722000518996374,-97.06838729834472,84,0,F,1051
P30,DR,baseline,32.721996010410926,-97.06843530100063,86,0,F,1052
P30,DR,baseline,32.722045604850855,-97.06831796117504,87,0,J,1053
P30,DR,baseline,32.722072656363544,-97.06830729391817,81,53,J,1054
P30,DR,baseline,32.72215381090161,-97.06818462046412,79,52,J,1055
P30,DR,baseline,32.72207716494899,-97.06801394435416,83,52,J,1056
P30,DR,baseline,32.72207716494899,-97.06800861072573,79,52,J,1057
P30,DR,baseline,32.72208618211989,-97.0679926098404,76,52,J,1058
P30,DR,baseline,32.72208618211989,-97.06798727621197,79,52,J,1059
P30,DR,baseline,32.72208618211989,-97.06801394435416,85,53,J,1060
P30,DR,baseline,32.72208618211989,-97.06801394435416,89,54,J,1061
P30,DR,baseline,32.72208618211989,-97.06801394435416,98,54,J,1062
P30,DR,baseline,32.72208167353444,-97.06802461161102,101,54,J,1063
P30,DR,baseline,32.72211323363258,-97.06813128417976,104,0,J,1064
P30,DR,baseline,32.72208618211989,-97.06817395320724,103,0,J,1065
P30,DR,baseline,32.72203658767996,-97.06828595940442,106,55,J,1066
P13,PHL,baseline,32.72203658767996,-97.06841930011534,75,0,A,1000
P13,PHL,baseline,32.722023061923615,-97.06840329923004,78,46,A,1001
P13,PHL,baseline,32.72202757050906,-97.0683979656016,81,46,A,1002
P13,PHL,baseline,32.7220501134363,-97.06836063020252,78,0,C,1003
P13,PHL,baseline,32.722045604850855,-97.06834462931722,75,0,C,1004
P13,PHL,baseline,32.722045604850855,-97.06834462931722,78,0,C,1005
P13,PHL,baseline,32.72203658767996,-97.06834996294566,82,0,C,1006
P13,PHL,baseline,32.72205462202175,-97.06836063020252,76,0,D,1007
P13,PHL,baseline,32.72205462202175,-97.06836063020252,79,0,D,1008
P13,PHL,baseline,32.72205462202175,-97.06836063020252,76,0,D,1009
P13,PHL,baseline,32.7220501134363,-97.06836063020252,73,0,D,1010
P13,PHL,baseline,32.72204109626541,-97.06836063020252,68,0,D,1011
P13,PHL,baseline,32.7220501134363,-97.06834996294566,72,0,D,1012
P13,PHL,baseline,32.7220501134363,-97.06834996294566,69,0,D,1013
P13,PHL,baseline,32.7220501134363,-97.06834996294566,72,0,D,1014
